protein1	protein2
ZKSCAN4	ZKSCAN3
ZKSCAN4	ZBED9
ZKSCAN4	TP53
ZKSCAN4	ZNF496
ZKSCAN4	ZNF24
ZKSCAN4	ZNF446
ZKSCAN4	ZSCAN32
ZKSCAN4	ZNF397
ZKSCAN4	ZNF396
ZKSCAN4	ZNF483
ZKSCAN4	ZKSCAN7
ZKSCAN4	ZKSCAN8
ZKSCAN4	ZNF213
ZKSCAN4	ZSCAN21
ZSCAN16	ZSCAN22
ZSCAN16	ZNF24
FOXH1	DRAP1
FOXH1	NKX2-5
FOXH1	SMAD3
FOXH1	MIXL1
FOXH1	SMAD4
HIF3A	ARNT
HIF3A	EPAS1
HIF3A	HIF1A
KLF5	RXRA
KLF5	PPARG
KLF5	EBF1
KLF5	CEBPA
KLF5	CEBPB
KLF5	CEBPD
TP73	PIN1
TP73	TP53
TP73	WT1
TP73	TP63
TP73	MYC
HES5	SOX2
HES5	HES1
HES5	ASCL1
HES5	RBPJ
SKI	MYB
SKI	SMAD3
SKI	SKIL
SKI	SMAD9
SKI	SMAD5
SKI	SMAD1
SKI	SMAD4
NR0B1	NANOG
NR0B1	ESR1
NR0B1	POU5F1
NR0B1	NR5A1
NR0B1	WT1
NR0B1	ESR2
NR0B1	AR
NR0B1	NR5A2
GATA3	MAF
GATA3	GATA1
GATA3	ATF2
GATA3	POU2F1
GATA3	RUNX1
GATA3	MYB
GATA3	SMAD3
GATA3	ZFPM1
GATA3	ESR1
GATA3	TCF3
GATA3	RUNX3
GATA3	NCOA1
GATA3	GATA5
GATA3	TCF12
GATA3	GATA4
GATA3	MYC
GATA3	BCL6
GATA3	SMAD4
GATA3	ZFPM2
GATA3	STAT4
GATA3	JUN
GATA3	TBX21
GATA3	FOS
GATA3	FOXP3
GATA3	TBP
GATA3	YY1
GATA3	GATA6
GATA3	TAL1
GATA3	NCOA3
GATA3	ZBTB7B
GATA3	STAT6
GATA3	SATB1
GATA3	FOXA1
GATA3	EOMES
GATA3	STAT3
GATA3	PGR
GATA3	SPI1
GATA3	FOXC1
GATA3	GATA2
E2F4	E2F1
E2F4	LIN54
E2F4	MYBL2
E2F4	SMAD3
E2F4	MYC
E2F4	SMAD4
E2F4	PPARG
E2F4	E2F5
E2F4	TP53
E2F4	TFDP1
E2F4	TFDP3
E2F4	CEBPA
E2F4	ETV3
FOXO1	SMAD3
FOXO1	SREBF1
FOXO1	RAG1
FOXO1	PDX1
FOXO1	SMAD4
FOXO1	KLF2
FOXO1	PPARG
FOXO1	STAT6
FOXO1	FOXO3
FOXO1	ETS1
FOXO1	STAT3
FOXO1	CEBPB
FOXO1	AR
FOXO1	FOXO4
FOXO1	FOXG1
TFAP2A	TFAP2E
TFAP2A	KDM5B
TFAP2A	MYBL2
TFAP2A	FOXD3
TFAP2A	TFAP2B
TFAP2A	YY1
TFAP2A	TFAP2D
TFAP2A	ESR1
TFAP2A	TFAP2C
TFAP2A	PITX2
TFAP2A	MYC
CENPB	CENPA
SMAD9	SMAD3
SMAD9	SMAD4
SMAD9	HMGA2
SMAD9	SKI
SMAD9	SMAD5
SMAD9	SMAD1
SOHLH2	SOHLH1
FBXL19	ZBTB16
FBXL19	ZNF645
FBXL19	CENPA
FBXL19	RBCK1
NKX3-1	AR
FOXC1	GATA3
FOXC1	PITX2
IRF4	JUN
IRF4	MAF
IRF4	NR3C1
IRF4	STAT2
IRF4	ATF2
IRF4	BATF
IRF4	FOXP3
IRF4	IRF2
IRF4	IRF9
IRF4	IRF1
IRF4	NFATC1
IRF4	STAT6
IRF4	NFATC2
IRF4	SP100
IRF4	IRF7
IRF4	NFATC3
IRF4	IKZF1
IRF4	IRF3
IRF4	IRF5
IRF4	STAT3
IRF4	IKZF3
IRF4	GTF2B
IRF4	RELA
IRF4	GTF3A
IRF4	SPI1
IRF4	EGR1
IRF4	SPIB
IRF4	BCL6
IRF4	IRF6
IRF4	PRDM1
IRF4	PAX5
CDX2	POU5F1
CDX2	TEAD4
PDX1	ONECUT1
PDX1	NEUROG3
PDX1	MAFA
PDX1	PAX6
PDX1	NKX6-1
PDX1	FOXO1
PDX1	NEUROD1
PDX1	FOXA2
GTF3A	NR3C1
GTF3A	ATF2
GTF3A	ESR1
GTF3A	IRF1
GTF3A	IRF4
GTF3A	MEF2C
GTF3A	NCOA1
GTF3A	RXRA
GTF3A	IRF3
GTF3A	GTF2B
GTF3A	JUN
GTF3A	IRF2
GTF3A	TBP
GTF3A	NCOA3
GTF3A	IRF7
GTF3A	IRF5
GTF3A	RELA
GTF3A	NCOA2
GTF3A	IRF6
GTF3A	RARA
ZBED1	TBPL1
E2F6	E2F1
E2F6	PCGF2
E2F6	MGA
E2F6	TFDP1
E2F6	KMT2A
E2F6	PCGF6
E2F6	PHF20
E2F6	TFDP3
E2F6	MAX
HMG20A	PHF21A
HMG20A	HMG20B
RFX3	FOXJ1
DMRT1	FOXL2
ONECUT3	ONECUT1
NKX3-2	SOX9
NKX3-2	STAT1
NKX3-2	DLX6
NKX3-2	DLX5
NKX3-2	HIVEP3
NKX3-2	MSX2
MSX1	FOXD3
MSX1	PAX9
MSX1	LMX1A
MSX1	MSX2
TBR1	BCL11B
TBR1	PAX6
TBR1	SATB2
TBR1	EMX1
TBR1	FEZF2
TBR1	CUX1
TBR1	FOXP2
ZNF541	DNTTIP1
PAX3	FOXD3
PAX3	NCOA1
PAX3	SOX10
PAX3	MITF
PAX3	MYOG
PAX3	MYOD1
PAX3	MYF5
PAX3	SOX2
TBP	E2F1
TBP	GATAD2B
TBP	POU2F1
TBP	TBPL2
TBP	SP1
TBP	ESR1
TBP	ZNF143
TBP	GATA3
TBP	NCOA1
TBP	GTF2B
TBP	MBD3
TBP	MYC
TBP	BRF2
TBP	SNAPC4
TBP	DR1
TBP	TP53
TBP	DRAP1
TBP	TFDP1
TBP	E2F2
TBP	ZC3H8
TBP	NCOA3
TBP	GATAD2A
TBP	SNAPC2
TBP	E2F3
TBP	FOXA1
TBP	ETS1
TBP	NFYB
TBP	GTF3A
TBP	SPI1
TBP	TBPL1
TBP	SNAPC5
TBP	POU2F2
TBP	TTF1
STAT4	JUN
STAT4	TBX21
STAT4	STAT2
STAT4	IRF9
STAT4	NFKB1
STAT4	HLX
STAT4	GATA3
STAT4	STAT6
STAT4	STAT5A
STAT4	STAT1
STAT4	STAT5B
STAT4	STAT3
STAT4	RELA
STAT4	ETV5
ASH1L	KMT2A
ASH1L	BPTF
ETS1	JUN
ETS1	E2F1
ETS1	RUNX2
ETS1	FOS
ETS1	SRF
ETS1	RUNX1
ETS1	TP53
ETS1	TBP
ETS1	PAX2
ETS1	SP1
ETS1	STAT6
ETS1	FOXO1
ETS1	CEBPA
ETS1	ETS2
ETS1	HOXA7
ETS1	PAX5
POU2AF1	POU2F1
POU2AF1	POU2F2
NME2	ESR1
NRF1	GABPA
NRF1	ESRRA
NRF1	NFE2L1
ZFP1	CASZ1
IRF2	JUN
IRF2	STAT1
IRF2	NR3C1
IRF2	STAT2
IRF2	SP100
IRF2	IRF7
IRF2	ATF2
IRF2	IRF3
IRF2	IRF5
IRF2	IRF9
IRF2	GTF2B
IRF2	RELA
IRF2	GTF3A
IRF2	EGR1
IRF2	IRF1
IRF2	IRF6
IRF2	IRF4
TFAP2B	TFAP2E
TFAP2B	YY1
TFAP2B	TFAP2D
TFAP2B	SMAD3
TFAP2B	TFAP2C
TFAP2B	TFAP2A
NR2F2	BCL11B
NR2F2	ESR1
NR2F2	PPARG
NR2F2	SOX18
NR2F2	POU5F1
NR2F2	BCL11A
ELF2	ELF1
ELF2	RUNX1
ELF2	PAX5
LHX6	NKX2-1
CXXC4	TET2
TBX6	HES7
TBX6	MESP2
TBX6	MSGN1
PURB	PURA
TRPS1	RUNX2
GLI3	GLI2
GLI3	DZIP1
GLI3	GLI1
NFATC2	JUN
NFATC2	FOSL1
NFATC2	MAF
NFATC2	FOS
NFATC2	SRF
NFATC2	FOXP3
NFATC2	RUNX1
NFATC2	CREM
NFATC2	JUNB
NFATC2	EGR4
NFATC2	NFATC1
NFATC2	IRF4
NFATC2	MEF2D
NFATC2	NFATC3
NFATC2	FOXP2
NFATC2	NFATC4
NFATC2	BATF3
NFATC2	GATA4
NFATC2	EGR1
NFATC2	PPARG
ADNP	BPTF
ADNP	NFIA
ADNP	CDC5L
ZNF197	ZNF397
ETV6	ETV7
ETV6	CDC5L
HNF4G	HNF1A
ZNF143	POU2F1
ZNF143	SP1
ZNF143	GTF2B
ZNF143	BRF2
ZNF143	SNAPC4
ZNF143	TBP
ZNF143	ZC3H8
ZNF143	SNAPC2
ZNF143	SNAPC5
ZNF143	POU2F2
THRB	RXRB
THRB	NCOA1
THRB	RXRA
THRB	RXRG
THRB	RARG
THRB	THRA
THRB	NCOA3
THRB	RARB
THRB	NCOA2
THRB	RARA
ZNF384	TLX1
SNAI2	JUN
SNAI2	NR2E1
SNAI2	GATAD2B
SNAI2	SOX9
SNAI2	ATF2
SNAI2	TP53
SNAI2	MECOM
SNAI2	FOXD3
SNAI2	NANOG
SNAI2	SNAI1
SNAI2	TWIST2
SNAI2	TWIST1
SNAI2	GATAD2A
SNAI2	CBX2
SNAI2	SOX2
SNAI2	SOX10
SNAI2	REST
SNAI2	MBD3
SNAI2	EGR1
SNAI2	SALL4
SNAI2	PPARG
LEUTX	DPRX
LEUTX	TPRX1
LEUTX	RAX2
ZSCAN32	ZNF174
ZSCAN32	ZKSCAN3
ZSCAN32	ZBED9
ZSCAN32	ZSCAN22
ZSCAN32	ZNF394
ZSCAN32	ZSCAN30
ZSCAN32	ZNF397
ZSCAN32	ZKSCAN4
ZSCAN32	ZSCAN29
ZSCAN32	ZNF213
ZSCAN32	ZSCAN21
IRF9	STAT4
IRF9	STAT2
IRF9	FOS
IRF9	IRF2
IRF9	IRF1
IRF9	IRF4
IRF9	STAT6
IRF9	STAT5A
IRF9	STAT1
IRF9	IRF8
IRF9	STAT5B
IRF9	SP100
IRF9	IRF7
IRF9	IRF3
IRF9	IRF5
IRF9	STAT3
IRF9	EGR1
IRF9	IRF6
ZNF213	ZSCAN32
ZNF213	ZNF397
ZNF213	ZKSCAN4
SOX10	PAX3
SOX10	FOXD3
SOX10	OLIG2
SOX10	PHOX2B
SOX10	MITF
SOX10	EGR2
SOX10	MYRF
SOX10	SNAI2
SOX10	POU3F2
ZSCAN29	ZSCAN32
NFE2L2	JUN
NFE2L2	MAF
NFE2L2	MAFF
NFE2L2	FOS
NFE2L2	TP53
NFE2L2	CREB1
NFE2L2	MAFK
NFE2L2	AHR
NFE2L2	MAFG
NFE2L2	DDIT3
IRF7	JUN
IRF7	NR3C1
IRF7	STAT2
IRF7	ATF2
IRF7	IRF2
IRF7	IRF9
IRF7	SMAD3
IRF7	IRF1
IRF7	IRF4
IRF7	STAT1
IRF7	SP100
IRF7	IRF3
IRF7	IRF5
IRF7	GTF2B
IRF7	RELA
IRF7	GTF3A
IRF7	EGR1
IRF7	IRF6
IRF7	SMAD4
TCF4	MESP2
TCF4	MYF6
TCF4	MYOG
TCF4	MYOD1
TCF4	POU5F1
TCF4	ATOH1
TCF4	MYF5
TCF4	MEF2D
TCF4	MEF2C
TCF4	TCF3
TCF4	HIVEP2
TCF4	TCF12
TCF4	NEUROD1
TCF4	MEF2A
TCF4	ASCL1
TCF4	FERD3L
TCF4	TCF7L2
DOT1L	KMT2A
AEBP2	PHF1
AEBP2	PCGF2
AEBP2	PCGF6
AEBP2	CBX2
AEBP2	MTF2
AEBP2	DNMT1
AEBP2	PHF19
RUNX3	ZFHX3
RUNX3	TBX21
RUNX3	TEAD3
RUNX3	RUNX1
RUNX3	TP53
RUNX3	TEAD2
RUNX3	HES1
RUNX3	SMAD3
RUNX3	ZBTB7B
RUNX3	GATA3
RUNX3	FOXO3
RUNX3	TEAD4
RUNX3	LEF1
RUNX3	TEAD1
RUNX3	TCF7
RUNX3	MYC
RUNX3	SMAD4
RUNX3	TCF7L2
RUNX3	TCF7L1
RUNX3	RBPJ
CARF	CDC5L
ZFPM2	GATA1
ZFPM2	ZFPM1
ZFPM2	GATA3
ZFPM2	GATA5
ZFPM2	GATA4
ZFPM2	GATA6
ZFPM2	GATA2
RELA	NR3C1
RELA	ATF2
RELA	SP1
RELA	IRF1
RELA	NR1H3
RELA	IRF4
RELA	IRF3
RELA	GTF2B
RELA	REL
RELA	MYC
RELA	KLF2
RELA	PPARG
RELA	STAT4
RELA	JUN
RELA	FOS
RELA	NFKB2
RELA	IRF2
RELA	TP53
RELA	NFKB1
RELA	PPARA
RELA	IRF7
RELA	RELB
RELA	IRF5
RELA	STAT3
RELA	CEBPB
RELA	GTF3A
RELA	POU2F2
RELA	IRF6
BCL6	IRF4
BCL6	GATA3
BCL6	STAT5B
BCL6	MYC
BCL6	TBX21
BCL6	TP53
BCL6	STAT6
BCL6	STAT5A
BCL6	STAT3
BCL6	PAX5
ZGLP1	GATA6
ARNTL	HLF
ARNTL	BHLHE40
ARNTL	NR1D1
ARNTL	NR1D2
ARNTL	KLF15
ARNTL	NFIL3
ARNTL	PPARA
ARNTL	DBP
ARNTL	RORA
ARNTL	ARNTL2
ARNTL	NPAS2
ARNTL	BHLHE41
ARNTL	CLOCK
PRDM6	PRDM14
ESRRA	NR3C1
ESRRA	ESRRG
ESRRA	ESR1
ESRRA	STAT1
ESRRA	MEF2D
ESRRA	MEF2C
ESRRA	NCOA1
ESRRA	NRF1
ESRRA	MEF2A
ESRRA	CREB1
ESRRA	PPARA
ESRRA	TWIST1
ESRRA	HIVEP3
THAP4	THAP11
NCOA1	JUN
NCOA1	ARNT
NCOA1	NR3C1
NCOA1	RARG
NCOA1	PAX3
NCOA1	FOS
NCOA1	THRA
NCOA1	USF2
NCOA1	TBP
NCOA1	RXRB
NCOA1	ESRRG
NCOA1	NR1H4
NCOA1	SP1
NCOA1	SMAD3
NCOA1	RORC
NCOA1	HNF4A
NCOA1	ESR1
NCOA1	NCOA3
NCOA1	VDR
NCOA1	GRHL1
NCOA1	EBF1
NCOA1	NR1H3
NCOA1	PPARA
NCOA1	NR5A1
NCOA1	ESRRA
NCOA1	GATA3
NCOA1	STAT6
NCOA1	ESRRB
NCOA1	FOXA1
NCOA1	RXRA
NCOA1	HEY1
NCOA1	ESR2
NCOA1	USF1
NCOA1	CEBPA
NCOA1	NR1I3
NCOA1	GTF2B
NCOA1	RARB
NCOA1	NR1I2
NCOA1	PGR
NCOA1	CEBPB
NCOA1	GTF3A
NCOA1	AR
NCOA1	NCOA2
NCOA1	CEBPD
NCOA1	THRB
NCOA1	RXRG
NCOA1	NPAS2
NCOA1	SMAD4
NCOA1	RARA
NCOA1	HIF1A
NCOA1	PPARG
TFDP3	E2F5
TFDP3	E2F8
TFDP3	E2F3
TFDP3	E2F4
TFDP3	E2F6
PPARA	RXRB
PPARA	SP1
PPARA	NR1H3
PPARA	ESRRA
PPARA	NCOA1
PPARA	RXRA
PPARA	MYC
PPARA	RXRG
PPARA	CLOCK
PPARA	ARNTL
PPARA	JUN
PPARA	GRHL1
PPARA	NR2F1
PPARA	RELA
PPARA	NCOA2
PPARA	NPAS2
ARHGAP35	NR3C1
FOXO3	SMAD3
FOXO3	ESR1
FOXO3	RUNX3
FOXO3	FOXO1
FOXO3	MYC
FOXO3	SMAD4
FOXO3	TP53
FOXO3	VDR
FOXO3	STAT6
FOXO3	STAT3
FOXO3	CEBPB
FOXO3	HIF1A
FOXO3	FOXO4
FOXO3	FOXG1
CEBPD	NCOA1
CEBPD	RXRA
CEBPD	PPARG
CEBPD	NCOA3
CEBPD	EBF1
CEBPD	STAT6
CEBPD	KLF5
CEBPD	STAT3
CEBPD	CEBPA
CEBPD	CEBPB
CEBPD	NCOA2
TBX20	NKX2-5
TBX20	ISL1
TBX20	GATA4
FOXP2	NFATC2
FOXP2	FOXP3
FOXP2	TBR1
FOXP2	FOXP4
ZC3H8	POU2F1
ZC3H8	TBP
ZC3H8	SP1
ZC3H8	ZNF143
ZC3H8	SNAPC2
ZC3H8	GTF2B
ZC3H8	SNAPC5
ZC3H8	POU2F2
ZC3H8	SNAPC4
ZNF385B	ZNF81
ZNF385B	ZNF674
CREB1	CREB3L4
CREB1	ARNT
CREB1	CREB3L2
CREB1	ATF2
CREB1	CREM
CREB1	KMT2B
CREB1	ATF3
CREB1	MECP2
CREB1	KMT2A
CREB1	ATF4
CREB1	ESRRA
CREB1	EGR1
CREB1	CREB3
CREB1	ATF6B
CREB1	CREB3L3
CREB1	JUN
CREB1	NFE2L2
CREB1	FOS
CREB1	MITF
CREB1	TP53
CREB1	XBP1
CREB1	CREB5
CREB1	CEBPB
CREB1	ATF1
CREB1	HIF1A
CREB1	CREB3L1
CREB1	RBPJ
RARG	RXRB
RARG	PBX1
RARG	HOXA1
RARG	NCOA1
RARG	RXRA
RARG	RXRG
RARG	MEIS1
RARG	THRA
RARG	HOXB3
RARG	NCOA3
RARG	VDR
RARG	HOXB1
RARG	PKNOX1
RARG	EGR2
RARG	RARB
RARG	NCOA2
RARG	THRB
RARG	RARA
EOMES	NANOG
EOMES	GATA3
EOMES	PAX6
EOMES	SOX2
NFATC4	SRF
NFATC4	NFATC2
NFATC4	NFATC3
NFATC4	GATA4
TCF12	GATA1
TCF12	MESP2
TCF12	RUNX1
TCF12	MYB
TCF12	TAL1
TCF12	MYF6
TCF12	MYOG
TCF12	MYOD1
TCF12	ATOH1
TCF12	GATA3
TCF12	MYF5
TCF12	MEF2D
TCF12	MEF2C
TCF12	TCF3
TCF12	TCF4
TCF12	NEUROD1
TCF12	MEF2A
TCF12	ASCL1
TCF12	FERD3L
TCF12	GATA2
NFATC1	JUN
NFATC1	FOSL1
NFATC1	MAF
NFATC1	HAND2
NFATC1	FOS
NFATC1	SRF
NFATC1	CREM
NFATC1	SP3
NFATC1	NKX2-5
NFATC1	SP1
NFATC1	JUNB
NFATC1	MYOD1
NFATC1	EGR4
NFATC1	IRF4
NFATC1	NFATC2
NFATC1	MEF2D
NFATC1	MEF2C
NFATC1	NFATC3
NFATC1	NR4A1
NFATC1	BATF3
NFATC1	SPI1
NFATC1	GATA4
NFATC1	EGR1
NFATC1	MEF2A
NFATC1	HAND1
NFATC1	PPARG
YY2	TP53
DLX3	MEIS1
DLX3	MEIS2
GLI2	GLI3
GLI2	DZIP1
GLI2	GLI1
CXXC1	MECP2
ZSCAN30	ZSCAN32
ZSCAN30	ZNF397
ZNF516	PRDM16
ZNF746	ZNF212
ZBED9	ZSCAN32
ZBED9	ZKSCAN4
ZBED9	ZNF396
MECP2	CXXC1
MECP2	CREB1
MECP2	DNMT1
MECP2	HINFP
MYT1L	ASCL1
MYT1L	POU3F2
NFYC	SP1
NFYC	NFYA
NFYC	MYC
NFYC	TP53
NFYC	REPIN1
NFYC	NFYB
NFYC	MAX
NFYC	DDIT3
NFYC	SREBF2
NFIC	ZNF274
NFIC	CDC5L
ATF5	CEBPG
GTF2IRD1	GTF2I
E2F5	E2F1
E2F5	LIN54
E2F5	MYBL2
E2F5	SMAD3
E2F5	MYC
E2F5	SMAD4
E2F5	E2F4
E2F5	TFDP1
E2F5	TFDP3
SOX5	SOX13
SOX5	ARID5A
L3MBTL1	TP53
PHF21A	HMG20A
PHF21A	DNTTIP1
PHF21A	ZNF217
PHF21A	HMG20B
PHF21A	GATAD2A
KMT2B	GATA1
KMT2B	RUNX1
KMT2B	ZFPM1
KMT2B	KMT2A
KMT2B	CREB1
ATF7	JUN
ATF7	ATF2
ATF7	FOS
ATF7	JUNB
ATF7	CREB5
SATB1	GATA3
HOXC4	HOXA5
HOXC4	HOXA6
HOXC4	HOXB6
HOXC4	HOXC8
HOXC4	HOXB3
HOXC4	HOXC9
HOXC4	HOXC5
HOXC4	HOXB7
HOXC4	HOXB5
HOXC4	HOXD4
HOXC4	HOXC6
HOXC4	HOXA3
HOXC4	HOXB4
HOXC4	HOXD9
HOXC4	HOXA7
HMGA1	TP53
HMGA1	HMGA2
NCOA2	NR3C1
NCOA2	RARG
NCOA2	THRA
NCOA2	USF2
NCOA2	RXRB
NCOA2	NR1H4
NCOA2	SP1
NCOA2	SMAD3
NCOA2	ESR1
NCOA2	MYOG
NCOA2	NCOA3
NCOA2	GRHL1
NCOA2	EBF1
NCOA2	PPARA
NCOA2	NR5A1
NCOA2	MEF2C
NCOA2	NCOA1
NCOA2	RXRA
NCOA2	ESR2
NCOA2	USF1
NCOA2	CEBPA
NCOA2	NR1I3
NCOA2	GTF2B
NCOA2	RARB
NCOA2	CEBPB
NCOA2	GTF3A
NCOA2	AR
NCOA2	NR5A2
NCOA2	CEBPD
NCOA2	THRB
NCOA2	RXRG
NCOA2	NPAS2
NCOA2	SMAD4
NCOA2	RARA
NCOA2	TCF7L2
NCOA2	PPARG
FOXA2	ONECUT1
FOXA2	PAX6
FOXA2	OTX2
FOXA2	PDX1
FOXA2	GATA4
FOXA2	GATA6
FOXA2	HNF4A
FOXA2	SOX17
FOXA2	ISL1
FOXA2	NKX2-2
THAP5	THAP11
SATB2	TBR1
SATB2	BCL11B
SATB2	FEZF2
PAX6	MAF
PAX6	SIX6
PAX6	ATOH7
PAX6	PCGF2
PAX6	NEUROG2
PAX6	SOX1
PAX6	HOXD4
PAX6	RXRA
PAX6	PDX1
PAX6	SOX3
PAX6	OLIG2
PAX6	NEUROD1
PAX6	SIX3
PAX6	MEIS2
PAX6	MAFB
PAX6	TBR1
PAX6	MITF
PAX6	YY1
PAX6	NCOA3
PAX6	SOX2
PAX6	EOMES
PAX6	ISL1
PAX6	RARB
PAX6	POU4F2
PAX6	DACH1
PAX6	RARA
PAX6	FOXA2
PAX6	FOXG1
PAX6	NKX2-2
SOHLH1	FIGLA
SOHLH1	GBX1
SOHLH1	YBX2
SOHLH1	SOHLH2
SOHLH1	LHX8
ESR1	JUND
ESR1	NR3C1
ESR1	NME2
ESR1	ATF2
ESR1	POU2F1
ESR1	RUNX1
ESR1	MYB
ESR1	AHR
ESR1	SP1
ESR1	SMAD3
ESR1	ESRRA
ESR1	GATA3
ESR1	NR2F2
ESR1	STAT1
ESR1	SAFB
ESR1	NCOA1
ESR1	GTF2B
ESR1	POU4F1
ESR1	ZNF217
ESR1	NR0B1
ESR1	NR5A2
ESR1	MYC
ESR1	HSF2
ESR1	SMAD4
ESR1	FOXM1
ESR1	JUN
ESR1	FOS
ESR1	USF2
ESR1	TP53
ESR1	TBP
ESR1	YY1
ESR1	XBP1
ESR1	NCOA3
ESR1	NR2F1
ESR1	FOSB
ESR1	TWIST1
ESR1	STAT5A
ESR1	TFAP2C
ESR1	FOXO3
ESR1	FOXA1
ESR1	ESR2
ESR1	USF1
ESR1	STAT3
ESR1	CXXC5
ESR1	TFAP2A
ESR1	PGR
ESR1	CEBPB
ESR1	POU4F2
ESR1	GTF3A
ESR1	NCOA2
ESR1	HIVEP3
ESR1	HIF1A
PBX1	MEIS1
PBX1	RARG
PBX1	LMX1B
PBX1	HOXA5
PBX1	MAFB
PBX1	NANOG
PBX1	CTCF
PBX1	NCOA3
PBX1	HOXA2
PBX1	POU5F1
PBX1	EPAS1
PBX1	LIN28A
PBX1	HOXB7
PBX1	HOXB1
PBX1	PKNOX1
PBX1	KLF4
PBX1	EGR2
PBX1	TCF3
PBX1	SOX2
PBX1	HOXA9
PBX1	HOXA1
PBX1	RXRA
PBX1	HOXA3
PBX1	HOXB2
PBX1	MEIS2
PBX1	SALL4
PBX1	SMAD4
PBX1	RARA
PBX1	PRDM14
PBX1	RBPJ
PBX1	ZSCAN10
ZBTB7B	GATA3
ZBTB7B	RUNX3
GTF2IRD2	GTF2IRD2B
MBD3	JUN
MBD3	NR2E1
MBD3	GATA1
MBD3	GATAD2B
MBD3	ATF2
MBD3	TP53
MBD3	MECOM
MBD3	TBP
MBD3	SNAI1
MBD3	ZFPM1
MBD3	GATAD2A
MBD3	CBX2
MBD3	REST
MBD3	SNAI3
MBD3	SNAI2
MBD3	EGR1
MBD3	SALL4
MBD3	PPARG
MBD3	TTF1
MBD3	MBD2
ZNF445	ZNF396
SKIL	SMAD3
SKIL	SKI
SKIL	SMAD4
HOXB3	JUN
HOXB3	RARG
HOXB3	HOXA5
HOXB3	HOXA6
HOXB3	HOXB6
HOXB3	MAFB
HOXB3	HOXC4
HOXB3	NCOA3
HOXB3	HOXC5
HOXB3	HOXB7
HOXB3	HOXB1
HOXB3	EGR2
HOXB3	HOXB5
HOXB3	HOXD4
HOXB3	HOXA1
HOXB3	RXRA
HOXB3	HOXC6
HOXB3	HOXB4
HOXB3	RARA
REPIN1	NFYC
REPIN1	NFYB
POU5F1B	NANOG
POU5F1B	POU5F1
NOBOX	FIGLA
NOBOX	LHX8
RXRA	PPARD
RXRA	NR3C1
RXRA	PCGF2
RXRA	RXRB
RXRA	NR1H4
RXRA	CTCF
RXRA	PBX1
RXRA	NR1H3
RXRA	PAX6
RXRA	HOXD4
RXRA	HOXA1
RXRA	NCOA1
RXRA	HOXA4
RXRA	HOXB4
RXRA	GTF2B
RXRA	NR1I2
RXRA	MYC
RXRA	RXRG
RXRA	PPARG
RXRA	MEIS1
RXRA	RARG
RXRA	THRA
RXRA	PAX8
RXRA	YY1
RXRA	HOXB3
RXRA	NCOA3
RXRA	VDR
RXRA	GRHL1
RXRA	NR2F1
RXRA	EBF1
RXRA	PPARA
RXRA	HOXB1
RXRA	PKNOX1
RXRA	EGR2
RXRA	KLF5
RXRA	CEBPA
RXRA	RARB
RXRA	CEBPB
RXRA	NR4A1
RXRA	GTF3A
RXRA	NCOA2
RXRA	CEBPD
RXRA	THRB
RXRA	NR1H2
RXRA	NPAS2
RXRA	RARA
KLF6	ATF3
KLF6	JUN
HOXB6	HOXA5
HOXB6	HOXA6
HOXB6	HOXC8
HOXB6	HOXB3
HOXB6	HOXC4
HOXB6	HOXC9
HOXB6	HOXC5
HOXB6	HOXB7
HOXB6	HOXB5
HOXB6	HOXD4
HOXB6	HOXC6
HOXB6	HOXA3
HOXB6	HOXB4
HOXB6	HOXB8
HOXB6	HOXA7
NR6A1	POU5F1
ZNF398	ZNF212
ZNF398	ZNF282
ESRRB	NANOG
ESRRB	NCOA1
ESRRB	TFCP2L1
ESRRB	NCOA3
ESRRB	POU5F1
ESRRB	SOX2
SMAD1	RUNX2
SMAD1	ATF2
SMAD1	NKX2-5
SMAD1	CTCF
SMAD1	SMAD3
SMAD1	HMGA2
SMAD1	SKI
SMAD1	SMAD9
SMAD1	SMAD5
SMAD1	GATA4
SMAD1	SMAD4
FOXR2	MYC
CEBPA	RUNX2
CEBPA	RUNX1
CEBPA	MYB
CEBPA	SP1
CEBPA	SREBF1
CEBPA	NCOA1
CEBPA	RXRA
CEBPA	ETS2
CEBPA	E2F4
CEBPA	PPARG
CEBPA	JUN
CEBPA	FOS
CEBPA	NCOA3
CEBPA	EBF1
CEBPA	KLF5
CEBPA	ETS1
CEBPA	CEBPB
CEBPA	SPI1
CEBPA	NCOA2
CEBPA	CEBPD
CEBPA	HOXA7
CEBPA	GATA2
DLX6	NKX3-2
DLX6	STAT1
DLX6	DLX5
DLX6	HIVEP3
DLX6	MSX2
ZNF674	ZNF385B
MYBL1	LIN54
MYBL1	CEBPB
HSF1	HSF2
POU2F2	POU2F1
POU2F2	TBP
POU2F2	NFKB1
POU2F2	SP1
POU2F2	ZC3H8
POU2F2	ZNF143
POU2F2	SNAPC2
POU2F2	POU2AF1
POU2F2	GTF2B
POU2F2	RELA
POU2F2	SNAPC5
POU2F2	SNAPC4
CCDC17	GPBP1L1
CREBZF	CREB3
FLI1	GATA1
TEAD1	TEAD3
TEAD1	TEAD2
TEAD1	TEAD4
TEAD1	RUNX3
TEAD1	LEF1
TEAD1	TCF7
TEAD1	TCF7L2
TEAD1	TCF7L1
ASCL3	TCF3
KMT2A	GATA1
